Column1
0.0010004044
0.0010662079
0.0011663437
0.0013122559
0.0015201569
0.0018129349
0.0022201538
0.002779007
0.0035419464
0.004573822
0.0059661865
0.007827759
0.010307312
0.01360321
0.017974854
0.023727417
0.031311035
0.041229248
0.054260254
0.07128906
0.093444824
0.12237549
0.15991211
0.20874023
0.27197266
0.35375977
0.45947266
0.5961914
0.77246094
1.0
